,pca_lasso_cv,pca_lasso_bic,pca_ridge_cv,pca_bma,pca_ols
pca_173,0.0,0.0,-9.110683551584536e-06,0.0,-1.4683415542895458e-05
pca_174,0.0,0.0,4.2985117549126326e-05,0.0,6.927782526529188e-05
pca_175,0.0,0.0,-6.558880774408937e-05,0.0,-0.0001057075150966
pca_176,0.0,0.0,-2.509201683712633e-05,0.0,-4.044005128076071e-05
pca_177,0.0,0.0,-4.113599023355973e-05,0.0,-6.62976422074071e-05
pca_178,0.0,0.0,-0.0001018059932088,0.0,-0.0001640776671233
pca_179,0.0,0.0,9.169923956692942e-05,0.0,0.0001477889152778
pca_180,0.0,0.0,8.744707076848189e-05,1.33169916273674e-08,0.0001409358223049
pca_182,0.0,0.0,9.700890030464802e-06,0.0,1.563463363058758e-05
pca_183,0.0,0.0,-4.768491972451346e-05,0.0,-7.685235553186198e-05
pca_184,0.0,0.0,-2.2525014231123755e-05,0.0,-3.6302890139095184e-05
pca_185,0.0,0.0,-5.211370499899119e-05,0.0,-8.399009598428943e-05
pca_186,0.0,0.0,3.109579889717828e-05,0.0,5.0116166834285054e-05
pca_187,0.0,0.0,4.956181181941986e-05,0.0,7.987728625222435e-05
pca_188,0.0,0.0,-8.125616476236606e-05,0.0,-0.0001309581246974
pca_189,0.0,0.0,-1.1506681994345664e-05,0.0,-1.8544974401350247e-05
pca_190,0.0,0.0,-5.260837639451685e-05,0.0,-8.478734304226967e-05
pca_172,0.0,0.0,6.713459628391876e-05,0.0,0.0001081988161437
pca_170,0.0,0.0,-5.229505311708808e-05,0.0,-8.428236930943221e-05
pca_150,0.0,0.0,7.194170564115806e-05,0.0,0.0001159462901782
pca_169,0.0,0.0,3.8903053547073815e-05,0.0,6.269888509297049e-05
pca_193,0.0,0.0,-2.123030393037064e-05,0.0,-3.421624436262974e-05
pca_192,0.0,0.0,-3.897544136725768e-05,0.0,-6.281555037258238e-05
pca_152,0.0,0.0,7.108482645080556e-05,0.0,0.0001145652836762
pca_153,0.0,0.0,-1.3737742773719509e-05,0.0,-2.214070817253464e-05
pca_155,0.0,0.0,-5.436457698946918e-05,0.0,-8.761775889047228e-05
pca_156,0.0,0.0,-4.917813542911056e-05,0.0,-7.925892651653444e-05
pca_157,0.0,0.0,5.924156581580136e-05,0.0,9.54778555703355e-05
pca_158,0.0,0.0,-5.19519635822229e-06,0.0,-8.372942219187086e-06
pca_159,0.0,0.0,-6.509162480715612e-05,0.0,-0.0001049062202626
pca_160,0.0,0.0,7.775607987805907e-05,0.0,0.0001253171428215
pca_161,0.0,0.0,-5.086231978710428e-06,0.0,-8.197327595467019e-06
pca_114,0.0,0.0,5.125723715337909e-05,0.0,8.260975243431926e-05
pca_163,0.0,0.0,-1.912441479040201e-05,0.0,-3.0822245970044514e-05
pca_164,0.0,0.0,-6.310502180712896e-05,0.0,-0.0001017044717656
pca_165,0.0,0.0,8.302818843859473e-05,0.0,0.0001338140421314
pca_166,0.0,0.0,8.063337232568137e-05,0.0,0.0001299543887985
pca_167,0.0,0.0,-4.816914675599044e-05,0.0,-7.763276972142541e-05
pca_115,0.0,0.0,-4.116105510880179e-05,0.0,-6.633803851539309e-05
pca_97,0.0,0.0,-2.8859529057026503e-05,0.0,-4.651203777601245e-05
pca_113,0.0,0.0,-6.308451955453912e-05,0.0,-0.0001016714288997
pca_42,0.0,0.0,-8.078635535686432e-05,0.0,-0.0001302009469634
pca_44,0.0,0.0,8.67422851700731e-05,0.0,0.0001397999404853
pca_45,0.0,0.0,3.6168376578171495e-05,0.0,5.8291488207475614e-05
pca_46,0.0,0.0,2.419148468867524e-05,0.0,3.898869061494757e-05
pca_47,0.0,0.0,0.0001056102257427,0.0,0.0001702088346477
pca_48,0.0,0.0,-6.82534453022759e-05,0.0,-0.0001100020315636
pca_49,0.0,0.0,-9.937265244627649e-05,0.0,-0.0001601559247675
pca_50,0.0,0.0,-5.980025377342898e-05,0.0,-9.63782762022462e-05
pca_51,0.0,0.0,-5.147094430501211e-05,0.0,-8.295417784369185e-05
pca_52,0.0,0.0,8.064569042649209e-05,0.0,0.0001299742415123
pca_53,0.0,0.0,5.07546358761908e-05,0.0,8.179972502380009e-05
pca_55,0.0,0.0,3.2347978138326155e-05,0.0,5.213426657706048e-05
pca_56,0.0,0.0,2.5196675499854583e-05,0.0,4.060872650982614e-05
pca_57,0.0,0.0,-4.406279845175944e-06,0.0,-7.101469126731926e-06
pca_58,0.0,0.0,4.384073181241432e-05,0.0,7.065679312222029e-05
pca_59,0.0,0.0,-7.719852159283221e-05,0.0,-0.0001244185428488
pca_61,0.0,0.0,-2.4323720850944256e-06,0.0,-3.92018116732477e-06
pca_62,0.0,0.0,1.924794409975784e-06,0.0,3.1021334454534366e-06
pca_43,0.0,0.0,3.268819762201747e-05,0.0,5.268258811918719e-05
pca_41,0.0,0.0,7.505251071311663e-05,0.0,0.0001209598814511
pca_112,0.0,0.0,-8.532740741389184e-05,0.0,-0.0001375196244235
pca_39,0.0,0.0,-4.332899118048136e-05,0.0,-6.983203608765671e-05
pca_4,0.0,0.0,-1.5768963209180688e-05,0.0,-2.541436525262331e-05
pca_9,0.0,0.0,-2.5625604035263352e-05,0.0,-4.130001777111832e-05
pca_10,0.0,0.0,-4.102111329074145e-05,0.0,-6.611249848266314e-05
pca_17,0.0,0.0,-4.132205659400244e-06,0.0,-6.659751978228972e-06
pca_21,0.0,0.0,1.74454871465286e-05,0.0,2.8116368620461344e-05
pca_22,0.0,0.0,-3.384844535347386e-05,0.0,-5.455252460388833e-05
pca_23,0.0,0.0,-8.38844208619099e-05,0.0,-0.0001351940062583
pca_24,0.0,0.0,3.623208714850195e-05,0.0,5.839416862364202e-05
pca_26,0.0,0.0,2.14267372575708e-05,0.0,3.45328300670311e-05
pca_27,0.0,0.0,-1.187803866280955e-05,0.0,-1.914347881068469e-05
pca_31,0.0,0.0,1.5843383826938302e-05,0.0,2.553430673114216e-05
pca_33,0.0,0.0,-7.345040778449481e-05,0.0,-0.0001183778201919
pca_34,0.0,0.0,-7.118549807558196e-05,0.0,-0.0001147275331157
pca_35,0.0,0.0,4.569054118709819e-05,0.0,7.363807543433738e-05
pca_36,0.0,0.0,4.837396995254564e-05,0.0,7.796287712673799e-05
pca_37,0.0,0.0,-2.1092554338384925e-05,0.0,-3.399423747494229e-05
pca_38,0.0,0.0,0.0001007443203242,0.0,0.000162366600764
pca_63,0.0,0.0,6.76311902604191e-05,0.0,0.0001089991617677
pca_64,0.0,0.0,6.069970687167693e-05,0.0,9.782789779519725e-05
pca_65,0.0,0.0,-3.246825505485981e-05,0.0,-5.232811327755106e-05
pca_66,0.0,0.0,6.407547064056977e-05,0.0,0.0001032685150565
pca_94,0.0,0.0,1.2362105809281566e-05,0.0,1.992363531838008e-05
pca_95,0.0,0.0,3.5185981489216347e-05,0.0,5.670819149469341e-05
pca_96,0.0,0.0,4.577581749092656e-05,0.0,7.37755126966441e-05
pca_98,0.0,0.0,-3.509494789781474e-05,0.0,-5.656147538460646e-05
pca_99,0.0,0.0,0.0001009865899066,0.0,0.0001627570593868
pca_100,0.0,0.0,7.479836584394455e-05,0.0,0.0001205502837847
pca_101,0.0,0.0,8.152042524565628e-05,0.0,0.0001313840253959
pca_102,0.0,0.0,5.691157160703856e-05,0.0,9.172267375701776e-05
pca_103,0.0,0.0,-4.94135626277968e-05,0.0,-7.963835747457827e-05
pca_104,0.0,0.0,-2.6456393999859256e-06,0.0,-4.263897705007399e-06
pca_105,0.0,0.0,3.502903451866054e-05,0.0,5.645524476749898e-05
pca_106,0.0,0.0,8.873377638669768e-05,0.0,0.0001430095671745
pca_107,0.0,0.0,-4.0673745434623406e-05,0.0,-6.555265612300478e-05
pca_108,0.0,0.0,0.0001070480374619,0.0,0.0001725261126902
pca_109,0.0,0.0,-2.932944603738608e-05,0.0,-4.726938888520357e-05
pca_110,0.0,0.0,-2.6174669378303707e-06,0.0,-4.218492992357799e-06
pca_111,0.0,0.0,-2.761261958527584e-05,0.0,-4.450243116258743e-05
pca_93,0.0,0.0,-8.782407997148202e-05,0.0,-0.0001415434367347
pca_92,0.0,0.0,5.457491594865573e-05,0.0,8.795675588505595e-05
pca_91,0.0,0.0,-7.715497756289457e-05,0.0,-0.0001243483642412
pca_75,0.0,0.0,8.97597822872794e-05,0.0,0.0001446631501249
pca_67,0.0,0.0,1.4385115251513422e-06,0.0,2.3184058986840627e-06
pca_68,0.0,0.0,1.264898681915404e-05,0.0,2.0385992841332845e-05
pca_70,0.0,0.0,-1.5831073049107895e-05,0.0,-2.551446581958812e-05
pca_71,0.0,0.0,-2.491039511764217e-05,0.0,-4.014733700046606e-05
pca_72,0.0,0.0,-5.3051081404030907e-05,0.0,-8.550083743385988e-05
pca_73,0.0,0.0,4.949586050332287e-05,0.0,7.977099449328261e-05
pca_74,0.0,0.0,-1.9175297287838032e-05,0.0,-3.0904251765709884e-05
pca_76,0.0,0.0,2.506374077518744e-05,0.0,4.03944795994466e-05
pca_90,0.0,0.0,4.7003693358463895e-05,0.0,7.575444342078382e-05
pca_81,0.0,0.0,-3.919485058850832e-05,0.0,-6.316916563660994e-05
pca_83,0.0,0.0,3.46530852880284e-05,0.0,5.5849338663401535e-05
pca_84,0.0,0.0,4.577988897443616e-05,0.0,7.378207458455378e-05
pca_86,0.0,0.0,-1.56734607066256e-05,0.0,-2.52604467324084e-05
pca_87,0.0,0.0,4.226615095116671e-05,0.0,6.811908835389246e-05
pca_88,0.0,0.0,5.576522612020929e-05,0.0,8.987514310319423e-05
pca_89,0.0,0.0,-9.188719318441334e-05,0.0,-0.0001480918344883
pca_195,0.0,0.0,6.092393593141298e-05,0.0,9.818928104841354e-05
